system:index,area,band,class,class_name,.geo
16_0_2,4.3888421874389305,classification_2001,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_3,1.6702590077514674,classification_2001,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_4,0.5658081228637709,classification_2001,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_5,120.51802638957636,classification_2001,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_6,84.53104271856829,classification_2001,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_7,161.27348815608102,classification_2001,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_8,42.62220492230359,classification_2001,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_9,2.544670573486324,classification_2001,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_10,1.0658111110839823,classification_2001,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_11,2.298527028625486,classification_2001,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_12,0.07706501507568354,classification_2001,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_13,0.6090301057739269,classification_2001,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_14,0.135055755187988,classification_2001,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0_15,3.083344961303716,classification_2001,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_0,68.83915900768812,classification_2002,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_1,4.633812489807182,classification_2002,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_2,4.157003123962372,classification_2002,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_3,1.6727432614746118,classification_2002,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_4,0.5525538970947276,classification_2002,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_5,118.06832364757847,classification_2002,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_6,88.76737191125761,classification_2002,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_7,159.2052086284951,classification_2002,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_8,42.71578376049961,classification_2002,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_9,2.6134602996826146,classification_2002,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_10,1.05505970147705,classification_2002,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_11,2.362335692443842,classification_2002,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_12,0.07126624749755857,classification_2002,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_13,0.5709034832153328,classification_2002,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_14,0.046399822021484405,classification_2002,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0_15,3.0816875982055714,classification_2002,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_0,68.34041794915555,classification_2003,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_1,4.666107859985425,classification_2003,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_2,3.572359344116171,classification_2003,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_3,1.6412618582763683,classification_2003,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_4,0.5219045042724615,classification_2003,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_5,116.54549174590365,classification_2003,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_6,88.60053314447288,classification_2003,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_7,162.17865341962758,classification_2003,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_8,42.864837344667606,classification_2003,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_9,2.3369683381347657,classification_2003,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_10,1.0674720971069318,classification_2003,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_11,2.387182597167965,classification_2003,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_12,0.02486342895507812,classification_2003,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_13,0.5311277896118171,classification_2003,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_14,0.03065699053955078,classification_2003,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_15,3.1032341604003957,classification_2003,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_0,68.14435286871137,classification_2004,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_1,4.586562184448305,classification_2004,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_2,3.256823197082498,classification_2004,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_3,1.606464230102538,classification_2004,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_4,0.46806047479248,classification_2004,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_5,113.72208769396681,classification_2004,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_6,91.70052963800401,classification_2004,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_7,161.43955868635166,classification_2004,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_8,43.22667409399627,classification_2004,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_9,2.5565463724975626,classification_2004,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_10,1.1427854982299774,classification_2004,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_11,2.476610560058595,classification_2004,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_12,0.5269774191284189,classification_2004,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_13,0.03065699053955078,classification_2004,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0_14,3.5283826644897527,classification_2004,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_0,70.13224209570207,classification_2005,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_1,4.474700148986878,classification_2005,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_2,3.1706992302245913,classification_2005,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_3,1.5683513968505831,classification_2005,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_4,0.44735518359374943,classification_2005,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_5,110.23495992986442,classification_2005,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_6,90.35012309283746,classification_2005,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_7,164.85558988502436,classification_2005,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_8,43.519811962344214,classification_2005,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_9,2.6120439506225637,classification_2005,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_10,1.3794719973754863,classification_2005,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_11,2.4699489738769587,classification_2005,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_12,0.49715601782226665,classification_2005,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_13,0.023200113525390625,classification_2005,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0_14,2.6774185937500063,classification_2005,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_0,72.22442758190851,classification_2006,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_1,4.4589545164185145,classification_2006,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_2,3.034895417907698,classification_2006,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_3,1.565041957702635,classification_2006,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_4,0.42416360351562427,classification_2006,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_5,105.0577775794581,classification_2006,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_6,90.9641269660682,classification_2006,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_7,168.62879504951408,classification_2006,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_8,43.78893098224131,classification_2006,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_9,2.7742922355346753,classification_2006,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_10,1.453134817199704,classification_2006,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_11,2.488140161804198,classification_2006,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_12,0.009111863159179686,classification_2006,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_13,0.5336227457275403,classification_2006,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0_14,1.0076570942382819,classification_2006,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_0,71.43836149035542,classification_2007,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_1,4.6064064499512245,classification_2007,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_2,2.951237082519515,classification_2007,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_3,1.569183378356932,classification_2007,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_4,0.4349372039184565,classification_2007,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_5,101.04690383831169,classification_2007,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_6,95.17666867334486,classification_2007,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_7,168.8959275147796,classification_2007,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_8,44.0845942261992,classification_2007,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_9,2.6939643037109406,classification_2007,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_10,1.4821000212402295,classification_2007,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_11,2.5064372256469762,classification_2007,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_12,0.04308509350585935,classification_2007,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_13,0.5667726748046884,classification_2007,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0_14,0.9164933957519543,classification_2007,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_0,68.25823368707087,classification_2008,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_1,4.791105262817407,classification_2008,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_2,2.852691011108382,classification_2008,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_3,1.540188126586913,classification_2008,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_4,0.4498533107299801,classification_2008,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_5,95.94101379382116,classification_2008,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_6,104.32652702106111,classification_2008,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_7,166.8640901607159,classification_2008,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_8,44.54755342389248,classification_2008,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_9,2.8951400190429686,classification_2008,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_10,1.8783992529907152,classification_2008,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_11,2.535298617797851,classification_2008,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_12,0.0339732303466797,classification_2008,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_13,0.589142341918947,classification_2008,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0_14,0.9098633125000011,classification_2008,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_0,68.19046616815018,classification_2009,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_1,4.768739222900417,classification_2009,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_2,2.812123612121572,classification_2009,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_3,1.55012698699951,classification_2009,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_4,0.469738447021484,classification_2009,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_5,93.17213240521178,classification_2009,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_6,107.3525558815358,classification_2009,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_7,165.3716417260759,classification_2009,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_8,44.89451234845292,classification_2009,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_9,3.0872196098632747,classification_2009,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_10,1.8726140953979424,classification_2009,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_11,2.6495497808227517,classification_2009,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_12,0.5377652038574234,classification_2009,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_13,1.6838870839843658,classification_2009,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_0,67.56307603191983,classification_2010,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_1,4.799400614440951,classification_2010,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_2,2.813793426025378,classification_2010,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_3,1.5600697290039047,classification_2010,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_4,0.46311024627685526,classification_2010,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_5,85.68468451946849,classification_2010,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_6,109.37325498151223,classification_2010,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_7,170.89511520393216,classification_2010,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_8,45.191012890140215,classification_2010,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_9,3.1965418016357328,classification_2010,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_10,1.9280612662963807,classification_2010,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_11,2.687658453857422,classification_2010,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_12,0.502965610717775,classification_2010,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0_13,1.7543277971801654,classification_2010,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_0,65.31844814678809,classification_2011,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_1,4.929476824462922,classification_2011,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_2,2.8063463221435407,classification_2011,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_3,1.5559273605346664,classification_2011,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_4,0.4904519033203122,classification_2011,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_5,78.92829395458834,classification_2011,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_6,108.39089974017837,classification_2011,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_7,178.93333087964822,classification_2011,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_8,45.65388872461253,classification_2011,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_9,2.9935671405639575,classification_2011,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_10,1.9173102266235285,classification_2011,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_11,2.7887077235107434,classification_2011,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_12,0.48059449737549,classification_2011,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_13,3.225829128051761,classification_2011,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,67.49071099713133,classification_2012,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_1,4.988291972351127,classification_2012,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_2,2.7815086550292825,classification_2012,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_3,1.5476420449829087,classification_2012,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_4,0.481337216491699,classification_2012,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_5,71.56278261462315,classification_2012,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_6,109.17605946387249,classification_2012,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_7,182.46290107167044,classification_2012,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_8,46.30386901056271,classification_2012,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_9,3.4357341265258596,classification_2012,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_10,1.6947528602294868,classification_2012,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_11,2.9609566470947266,classification_2012,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_12,0.19550944476318366,classification_2012,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_13,0.025672406249999995,classification_2012,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_14,3.270543862792967,classification_2012,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_15,0.03480017803955078,classification_2012,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,68.16231815527382,classification_2013,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_1,5.033858245422421,classification_2013,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_2,2.9953361145629747,classification_2013,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_3,1.5426736912231434,classification_2013,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_4,0.47719728143310497,classification_2013,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_5,64.81025825537165,classification_2013,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_6,107.25545724286351,classification_2013,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_7,187.6787662110042,classification_2013,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_8,46.555618976932756,classification_2013,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_9,3.409147639526361,classification_2013,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_10,1.7030297599487254,classification_2013,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_11,2.864086620666505,classification_2013,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_12,0.257643746765137,classification_2013,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_13,0.02815656231689452,classification_2013,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_14,5.5939524923095085,classification_2013,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_15,0.04557157678222659,classification_2013,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,68.8424339034423,classification_2014,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_1,5.093510840454183,classification_2014,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_2,3.3242430118408146,classification_2014,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_3,1.528590343749997,classification_2014,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_4,0.451515247314453,classification_2014,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_5,60.37124892034904,classification_2014,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_6,113.72481575018958,classification_2014,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_7,185.1232588264882,classification_2014,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_8,46.75847768463527,classification_2014,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_9,3.3014258309326183,classification_2014,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_10,1.6748900675048783,classification_2014,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_11,2.876543759887696,classification_2014,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_12,0.11850644671630861,classification_2014,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_13,0.3587073446044918,classification_2014,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_14,0.08365469250488274,classification_2014,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_15,4.718278644653237,classification_2014,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_16,0.06297125714111329,classification_2014,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,69.5737476751706,classification_2015,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_1,5.446428290100165,classification_2015,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_2,3.5173558867797867,classification_2015,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_3,1.5269327942504853,classification_2015,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_4,0.48299597302246056,classification_2015,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_5,61.37737852630626,classification_2015,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_6,116.09223403290407,classification_2015,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_7,178.94151472998482,classification_2015,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_8,47.07149818848,classification_2015,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_9,3.794125797607406,classification_2015,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_10,1.673218158264156,classification_2015,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_11,2.8392879486694333,classification_2015,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_12,0.37700692694091753,classification_2015,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_13,0.11184337921142573,classification_2015,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_14,0.08365469250488274,classification_2015,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_15,5.368798293639981,classification_2015,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_16,0.13505127856445318,classification_2015,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,68.63953590588353,classification_2016,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_1,5.45636030847175,classification_2016,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_2,3.619275820007328,classification_2016,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_3,1.5095341201782202,classification_2016,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_4,0.4697407189331052,classification_2016,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_5,61.85083085363672,classification_2016,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_6,122.67568384155793,classification_2016,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_7,170.59380334712006,classification_2016,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_8,47.19903136346798,classification_2016,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
